0.000000E+00	0.466
2.000000E+07	0.466
4.000000E+07	0.466
6.000000E+07	0.466
8.000000E+07	0.466
1.000000E+08	0.466
1.200000E+08	0.466
1.221500E+08	0.466
1.221500E+08	0.466
1.400000E+08	0.466
1.600000E+08	0.466
1.800000E+08	0.466
2.000000E+08	0.466
2.200000E+08	0.466
2.400000E+08	0.466
2.600000E+08	0.466
2.800000E+08	0.466
3.000000E+08	0.466
3.200000E+08	0.466
3.400000E+08	0.466
3.480000E+08	0.5
3.480000E+08	0.5
3.600000E+08	0.5
3.630000E+08	0.5
3.800000E+08	0.5
4.000000E+08	0.5
4.200000E+08	0.5
4.400000E+08	0.5
4.600000E+08	0.5
4.800000E+08	0.5
5.000000E+08	0.5
5.200000E+08	0.5
5.400000E+08	0.5
5.600000E+08	0.5
5.701000E+08	0.5
5.701000E+08	0.5
5.771000E+08	0.5
5.871000E+08	0.5
5.971000E+08	0.5
5.971000E+08	0.5
6.061000E+08	0.5
6.151000E+08	0.5
6.221000E+08	0.5
6.291000E+08	0.5
6.346600E+08	0.5
6.346600E+08	0.5
6.356000E+08	0.5
6.356000E+08	0.5
6.368000E+08	0.5
