# time       Tpb[ms]      <Lnu_e>     <Lnu_ae>      <Lnu_x>    Lnu_e@000   Lnu_ae@000    Lnu_x@000    Lnu_e@045   Lnu_ae@045    Lnu_x@045    Lnu_e@090   Lnu_ae@090    Lnu_x@090    Lnu_e@135   Lnu_ae@135    Lnu_x@135    Lnu_e@180   Lnu_ae@180    Lnu_x@180      <Enu_e>     <Enu_ae>      <Enu_x>    Enu_e@000   Enu_ae@000    Enu_x@000    Enu_e@045   Enu_ae@045    Enu_x@045    Enu_e@090   Enu_ae@090    Enu_x@090    Enu_e@135   Enu_ae@135    Enu_x@135    Enu_e@180   Enu_ae@180    Enu_x@180
000676   8.06495E+01  4.54869E+01  4.92216E+01  3.90118E+01  4.65354E+01  4.98543E+01  4.01326E+01  4.51957E+01  4.76621E+01  3.78155E+01  4.44020E+01  4.71413E+01  3.70148E+01  4.42968E+01  4.95836E+01  3.88409E+01  4.46606E+01  5.04261E+01  3.94447E+01  8.96277E+00  1.19220E+01  1.53849E+01  8.84891E+00  1.19173E+01  1.54862E+01  8.95348E+00  1.18476E+01  1.53644E+01  9.01126E+00  1.18097E+01  1.52390E+01  8.92079E+00  1.18705E+01  1.52773E+01  8.89181E+00  1.19524E+01  1.53674E+01
000678   8.10502E+01  4.60441E+01  4.89031E+01  3.90388E+01  4.72697E+01  4.97732E+01  4.05868E+01  4.58537E+01  4.80560E+01  3.93601E+01  4.47965E+01  4.72632E+01  3.85497E+01  4.47477E+01  4.97006E+01  3.95066E+01  4.54203E+01  5.04961E+01  3.91067E+01  9.03538E+00  1.19111E+01  1.54309E+01  8.94480E+00  1.18787E+01  1.54627E+01  9.02722E+00  1.18830E+01  1.54360E+01  9.08518E+00  1.18597E+01  1.53737E+01  8.97259E+00  1.18899E+01  1.53435E+01  8.93596E+00  1.19652E+01  1.53886E+01
000680   8.14508E+01  4.66372E+01  5.00291E+01  3.91297E+01  4.66170E+01  4.94638E+01  3.98536E+01  4.62230E+01  4.83029E+01  3.83553E+01  4.60469E+01  4.81537E+01  3.81316E+01  4.57203E+01  5.07159E+01  3.98669E+01  4.61970E+01  5.22157E+01  3.99926E+01  9.01148E+00  1.19799E+01  1.54425E+01  8.96278E+00  1.19311E+01  1.55887E+01  9.01108E+00  1.18879E+01  1.54384E+01  9.04587E+00  1.18447E+01  1.52788E+01  8.96788E+00  1.18964E+01  1.53456E+01  8.92124E+00  1.20357E+01  1.54606E+01
000682   8.18514E+01  4.71645E+01  5.00856E+01  3.89090E+01  4.82962E+01  5.05309E+01  3.94906E+01  4.65801E+01  4.92552E+01  3.79727E+01  4.57186E+01  4.93076E+01  3.82701E+01  4.57493E+01  5.15694E+01  4.04099E+01  4.63770E+01  5.20034E+01  4.03388E+01  9.06067E+00  1.19906E+01  1.54056E+01  8.99126E+00  1.19125E+01  1.54002E+01  9.01061E+00  1.19114E+01  1.53746E+01  9.05272E+00  1.19697E+01  1.53540E+01  8.97258E+00  1.19933E+01  1.54387E+01  8.93128E+00  1.20261E+01  1.55115E+01
000684   8.22520E+01  4.71227E+01  4.99988E+01  3.94171E+01  4.84797E+01  4.98608E+01  4.01455E+01  4.63080E+01  4.84159E+01  3.89876E+01  4.57359E+01  4.92080E+01  3.86152E+01  4.60902E+01  5.19685E+01  3.99608E+01  4.63915E+01  5.19955E+01  4.00350E+01  9.06020E+00  1.20168E+01  1.54685E+01  9.02356E+00  1.19905E+01  1.55499E+01  9.04227E+00  1.19762E+01  1.54601E+01  9.06901E+00  1.19796E+01  1.53592E+01  8.96996E+00  1.20283E+01  1.53892E+01  8.92204E+00  1.20791E+01  1.54476E+01
000686   8.26526E+01  4.63964E+01  5.01243E+01  3.91209E+01  4.80327E+01  4.96327E+01  3.95781E+01  4.66122E+01  4.87646E+01  3.86055E+01  4.57856E+01  4.88032E+01  3.85354E+01  4.61322E+01  5.18469E+01  4.04527E+01  4.62455E+01  5.31053E+01  4.07420E+01  9.06178E+00  1.19910E+01  1.54437E+01  9.02324E+00  1.19217E+01  1.53685E+01  9.06596E+00  1.19689E+01  1.53843E+01  9.09679E+00  1.20135E+01  1.54276E+01  9.02618E+00  1.20523E+01  1.54831E+01  8.99020E+00  1.20822E+01  1.55289E+01
000688   8.30533E+01  4.64527E+01  5.02382E+01  3.91923E+01  4.72760E+01  5.12215E+01  4.10294E+01  4.53524E+01  4.96743E+01  3.97770E+01  4.55399E+01  4.93243E+01  3.96709E+01  4.68701E+01  5.14660E+01  4.10613E+01  4.69159E+01  5.18593E+01  4.00133E+01  9.01603E+00  1.20082E+01  1.54080E+01  8.97965E+00  1.19506E+01  1.54493E+01  8.99104E+00  1.19581E+01  1.53150E+01  9.03070E+00  1.19783E+01  1.52851E+01  9.00908E+00  1.20515E+01  1.53469E+01  8.99117E+00  1.21221E+01  1.53751E+01
000690   8.34539E+01  4.71514E+01  4.97748E+01  3.94331E+01  4.82003E+01  5.06950E+01  4.06303E+01  4.56789E+01  4.93851E+01  4.01184E+01  4.54737E+01  4.98259E+01  4.03869E+01  4.72792E+01  5.20174E+01  4.13087E+01  4.82100E+01  5.15621E+01  4.02843E+01  9.02701E+00  1.20195E+01  1.54244E+01  8.91803E+00  1.18957E+01  1.54267E+01  8.95754E+00  1.19271E+01  1.53767E+01  9.09546E+00  1.20049E+01  1.54092E+01  9.10573E+00  1.20653E+01  1.54956E+01  9.03860E+00  1.21207E+01  1.55347E+01
000692   8.38545E+01  4.77195E+01  5.01536E+01  4.00958E+01  4.79423E+01  5.05441E+01  4.16132E+01  4.65023E+01  5.04209E+01  4.11202E+01  4.74817E+01  5.10721E+01  4.10567E+01  4.87660E+01  5.22945E+01  4.19898E+01  4.82829E+01  5.17285E+01  4.10556E+01  9.07764E+00  1.20109E+01  1.54384E+01  8.99985E+00  1.19447E+01  1.53888E+01  9.03452E+00  1.19448E+01  1.53200E+01  9.12883E+00  1.19735E+01  1.53882E+01  9.10302E+00  1.19933E+01  1.55458E+01  9.04008E+00  1.20415E+01  1.56141E+01
000694   8.42551E+01  4.76776E+01  4.99246E+01  3.96343E+01  4.87502E+01  5.15167E+01  4.10616E+01  4.64470E+01  5.10219E+01  4.08632E+01  4.69782E+01  5.11318E+01  4.10905E+01  4.81052E+01  5.18034E+01  4.13222E+01  4.75070E+01  5.09691E+01  4.00424E+01  9.06474E+00  1.20328E+01  1.54917E+01  8.97382E+00  1.19818E+01  1.54588E+01  8.99370E+00  1.19727E+01  1.54947E+01  9.07473E+00  1.19939E+01  1.55703E+01  9.03318E+00  1.20214E+01  1.55583E+01  8.98377E+00  1.20817E+01  1.54972E+01
000696   8.46557E+01  4.84344E+01  5.00802E+01  3.94647E+01  4.89612E+01  5.14740E+01  4.08277E+01  4.77645E+01  5.02408E+01  4.12466E+01  4.80304E+01  5.01597E+01  4.10307E+01  4.80674E+01  5.22085E+01  4.12059E+01  4.81666E+01  5.24023E+01  4.06596E+01  9.07510E+00  1.20161E+01  1.54346E+01  8.96328E+00  1.20237E+01  1.54852E+01  8.94131E+00  1.19148E+01  1.54846E+01  8.99691E+00  1.18883E+01  1.54351E+01  9.03783E+00  1.19849E+01  1.53940E+01  9.07098E+00  1.20641E+01  1.54515E+01
000698   8.50564E+01  4.88419E+01  5.10854E+01  3.96196E+01  4.96952E+01  5.22804E+01  4.18723E+01  4.78455E+01  5.16749E+01  4.12597E+01  4.80374E+01  5.15758E+01  4.02372E+01  4.90593E+01  5.26642E+01  4.03873E+01  4.96246E+01  5.28144E+01  4.02065E+01  9.11359E+00  1.20824E+01  1.54079E+01  9.02613E+00  1.20384E+01  1.54990E+01  8.96492E+00  1.20202E+01  1.53551E+01  9.02864E+00  1.20494E+01  1.52696E+01  9.06522E+00  1.20718E+01  1.53009E+01  9.06933E+00  1.21226E+01  1.54376E+01
000700   8.54570E+01  4.83425E+01  5.10583E+01  3.97977E+01  4.96660E+01  5.22359E+01  4.15839E+01  4.80319E+01  5.19236E+01  4.19741E+01  4.76733E+01  5.18799E+01  4.11400E+01  4.78431E+01  5.22531E+01  4.07260E+01  4.80844E+01  5.19444E+01  4.06511E+01  9.09720E+00  1.20410E+01  1.54110E+01  9.00648E+00  1.20192E+01  1.54568E+01  8.93885E+00  1.20279E+01  1.54267E+01  8.97911E+00  1.20362E+01  1.53656E+01  9.03748E+00  1.20952E+01  1.53296E+01  9.10407E+00  1.21461E+01  1.54414E+01
000702   8.58576E+01  4.88147E+01  5.10897E+01  3.97472E+01  4.97865E+01  5.32307E+01  4.15483E+01  4.89139E+01  5.29355E+01  4.15258E+01  4.98002E+01  5.27918E+01  4.11304E+01  4.94819E+01  5.32029E+01  4.12574E+01  4.79971E+01  5.21972E+01  4.06916E+01  9.12671E+00  1.20912E+01  1.54723E+01  9.00101E+00  1.19802E+01  1.55657E+01  9.01681E+00  1.20293E+01  1.55684E+01  9.10399E+00  1.21121E+01  1.55195E+01  9.11396E+00  1.21557E+01  1.55341E+01  9.10648E+00  1.21886E+01  1.55946E+01
000704   8.62582E+01  4.87136E+01  5.07457E+01  3.96709E+01  4.85244E+01  5.06916E+01  4.12639E+01  4.85356E+01  5.17649E+01  4.09616E+01  5.03797E+01  5.32572E+01  4.07082E+01  5.05824E+01  5.31697E+01  4.06084E+01  4.93814E+01  5.22666E+01  4.04171E+01  9.14652E+00  1.20811E+01  1.54298E+01  9.04704E+00  1.19998E+01  1.55369E+01  9.03361E+00  1.20061E+01  1.54323E+01  9.08729E+00  1.20436E+01  1.53282E+01  9.10425E+00  1.21227E+01  1.53628E+01  9.11448E+00  1.22080E+01  1.55079E+01
000706   8.66588E+01  4.89789E+01  5.09578E+01  3.95858E+01  4.94178E+01  5.21637E+01  4.11226E+01  4.84899E+01  5.18631E+01  4.04365E+01  4.91117E+01  5.08887E+01  3.96489E+01  4.86520E+01  5.17371E+01  3.98340E+01  4.85600E+01  5.31841E+01  4.02576E+01  9.19173E+00  1.21060E+01  1.54653E+01  9.08939E+00  1.20623E+01  1.55115E+01  9.07946E+00  1.20635E+01  1.54121E+01  9.13343E+00  1.20641E+01  1.53553E+01  9.13171E+00  1.21288E+01  1.53859E+01  9.14014E+00  1.22016E+01  1.54550E+01
000708   8.70590E+01  4.91607E+01  4.94414E+01  3.84050E+01  4.95861E+01  5.17565E+01  4.01929E+01  4.89438E+01  5.08335E+01  3.87177E+01  4.96918E+01  4.93446E+01  3.71861E+01  4.94609E+01  5.00656E+01  3.80111E+01  4.85906E+01  5.12794E+01  3.95219E+01  9.17627E+00  1.20886E+01  1.54884E+01  9.05742E+00  1.20108E+01  1.55335E+01  9.12603E+00  1.19998E+01  1.54430E+01  9.22702E+00  1.20514E+01  1.54004E+01  9.19084E+00  1.21342E+01  1.54119E+01  9.15393E+00  1.22022E+01  1.55259E+01
000710   8.74592E+01  4.88244E+01  4.97558E+01  3.92601E+01  4.92081E+01  5.14821E+01  4.07695E+01  4.92869E+01  4.97600E+01  3.95373E+01  5.07393E+01  4.86203E+01  3.86272E+01  5.07327E+01  5.06637E+01  3.98803E+01  4.92021E+01  5.17480E+01  4.04905E+01  9.19990E+00  1.20858E+01  1.54644E+01  9.05428E+00  1.20580E+01  1.53868E+01  9.11202E+00  1.20141E+01  1.54147E+01  9.24598E+00  1.20257E+01  1.54781E+01  9.22452E+00  1.20912E+01  1.55457E+01  9.16695E+00  1.21437E+01  1.55806E+01
000712   8.78594E+01  4.84704E+01  4.96752E+01  3.91989E+01  4.88644E+01  5.10319E+01  4.07062E+01  4.83317E+01  4.98005E+01  3.95581E+01  4.93053E+01  4.91558E+01  3.84159E+01  4.93718E+01  5.11249E+01  3.96879E+01  4.85173E+01  5.19858E+01  4.08262E+01  9.17581E+00  1.21314E+01  1.54733E+01  9.04473E+00  1.20472E+01  1.54299E+01  9.14068E+00  1.20106E+01  1.54249E+01  9.27979E+00  1.20350E+01  1.54621E+01  9.22341E+00  1.21625E+01  1.55886E+01  9.13108E+00  1.22831E+01  1.56132E+01
000714   8.82596E+01  4.81068E+01  5.00350E+01  3.84503E+01  4.82084E+01  5.19536E+01  4.00683E+01  4.74859E+01  5.01936E+01  3.87426E+01  4.87738E+01  4.94498E+01  3.78387E+01  4.96120E+01  5.21544E+01  3.93042E+01  4.86635E+01  5.34232E+01  4.02385E+01  9.21941E+00  1.20855E+01  1.55101E+01  9.12931E+00  1.20668E+01  1.55082E+01  9.18831E+00  1.20264E+01  1.54948E+01  9.29265E+00  1.20392E+01  1.55632E+01  9.24168E+00  1.21208E+01  1.56304E+01  9.15292E+00  1.22005E+01  1.56128E+01
000716   8.86598E+01  4.83810E+01  4.97142E+01  3.88519E+01  4.83347E+01  5.16020E+01  4.01853E+01  4.74147E+01  4.97560E+01  3.90697E+01  4.83528E+01  4.83954E+01  3.74888E+01  4.95440E+01  5.09827E+01  3.85113E+01  4.91110E+01  5.25817E+01  4.01577E+01  9.22588E+00  1.21182E+01  1.55092E+01  9.07947E+00  1.21198E+01  1.55260E+01  9.12602E+00  1.20318E+01  1.53756E+01  9.26140E+00  1.19907E+01  1.52589E+01  9.25913E+00  1.21095E+01  1.53982E+01  9.21660E+00  1.22353E+01  1.56257E+01
000718   8.90600E+01  4.94773E+01  4.98978E+01  3.91020E+01  4.94916E+01  5.20327E+01  4.08982E+01  4.87009E+01  5.08603E+01  3.97108E+01  4.92377E+01  4.89741E+01  3.82003E+01  5.06769E+01  5.02426E+01  3.99039E+01  5.05970E+01  5.17761E+01  4.10103E+01  9.23294E+00  1.21403E+01  1.55200E+01  9.13490E+00  1.21526E+01  1.55331E+01  9.16167E+00  1.21014E+01  1.55996E+01  9.25212E+00  1.20536E+01  1.56211E+01  9.27833E+00  1.21258E+01  1.56089E+01  9.24474E+00  1.22363E+01  1.55958E+01
000720   8.94602E+01  4.96016E+01  4.98336E+01  3.93944E+01  4.98233E+01  5.15879E+01  4.05479E+01  4.87663E+01  4.90829E+01  3.97714E+01  4.95645E+01  4.73282E+01  3.87318E+01  5.13806E+01  5.04786E+01  4.02675E+01  5.10728E+01  5.29388E+01  4.12202E+01  9.23355E+00  1.20885E+01  1.55292E+01  9.07084E+00  1.20449E+01  1.55093E+01  9.16319E+00  1.19744E+01  1.55344E+01  9.28019E+00  1.20019E+01  1.55510E+01  9.26737E+00  1.21325E+01  1.55602E+01  9.24491E+00  1.22296E+01  1.55611E+01
000722   8.98604E+01  4.92991E+01  5.00283E+01  3.90311E+01  4.97676E+01  5.28570E+01  4.12474E+01  4.93655E+01  4.90358E+01  3.99901E+01  4.94928E+01  4.72394E+01  3.76670E+01  5.10209E+01  5.03173E+01  3.82983E+01  5.09903E+01  5.25018E+01  3.99406E+01  9.22197E+00  1.21201E+01  1.54933E+01  9.02761E+00  1.21424E+01  1.55093E+01  9.12899E+00  1.20738E+01  1.55175E+01  9.29599E+00  1.20788E+01  1.54932E+01  9.31586E+00  1.21852E+01  1.55173E+01  9.25542E+00  1.22300E+01  1.55821E+01
000724   9.02606E+01  4.92546E+01  5.05616E+01  3.86175E+01  5.05773E+01  5.28954E+01  4.09455E+01  4.93037E+01  4.93772E+01  3.87743E+01  4.90649E+01  4.74476E+01  3.69710E+01  5.09304E+01  5.06652E+01  3.86918E+01  5.09649E+01  5.32369E+01  4.02908E+01  9.23806E+00  1.20868E+01  1.54129E+01  9.14720E+00  1.20922E+01  1.54715E+01  9.21550E+00  1.20142E+01  1.53738E+01  9.31246E+00  1.20212E+01  1.52770E+01  9.30146E+00  1.21216E+01  1.54218E+01  9.25188E+00  1.21791E+01  1.55841E+01
000726   9.06608E+01  4.90701E+01  5.02936E+01  3.92781E+01  5.01025E+01  5.20862E+01  4.19902E+01  4.79518E+01  4.87322E+01  3.96002E+01  4.85949E+01  4.72846E+01  3.79869E+01  5.18862E+01  5.14856E+01  3.99748E+01  5.16515E+01  5.46198E+01  4.13137E+01  9.23260E+00  1.21487E+01  1.54977E+01  9.09473E+00  1.21072E+01  1.55745E+01  9.16512E+00  1.20260E+01  1.54401E+01  9.30766E+00  1.20131E+01  1.53721E+01  9.34453E+00  1.21593E+01  1.54710E+01  9.26745E+00  1.22959E+01  1.55799E+01
000728   9.10610E+01  4.86330E+01  4.99928E+01  3.92218E+01  4.86894E+01  5.21012E+01  4.13378E+01  4.86000E+01  4.85646E+01  3.92727E+01  5.01360E+01  4.73550E+01  3.78824E+01  5.24109E+01  5.15847E+01  3.97398E+01  5.18439E+01  5.36840E+01  4.06779E+01  9.25113E+00  1.21016E+01  1.55444E+01  9.08651E+00  1.21232E+01  1.57421E+01  9.21089E+00  1.19807E+01  1.56408E+01  9.36512E+00  1.19583E+01  1.55336E+01  9.33862E+00  1.21128E+01  1.55144E+01  9.29519E+00  1.22313E+01  1.55032E+01
000730   9.14612E+01  4.89001E+01  5.03126E+01  3.90268E+01  5.02616E+01  5.21622E+01  4.12324E+01  4.92811E+01  4.84321E+01  3.93188E+01  4.98662E+01  4.68027E+01  3.79203E+01  5.14614E+01  5.14758E+01  4.02073E+01  5.13568E+01  5.44312E+01  4.11002E+01  9.25041E+00  1.21558E+01  1.54388E+01  9.13110E+00  1.21384E+01  1.55807E+01  9.19571E+00  1.19904E+01  1.54941E+01  9.31744E+00  1.19542E+01  1.53906E+01  9.32393E+00  1.21649E+01  1.54835E+01  9.30654E+00  1.23264E+01  1.55574E+01
000732   9.18614E+01  4.94014E+01  5.13119E+01  3.95974E+01  5.01188E+01  5.28503E+01  4.07895E+01  4.97152E+01  5.13208E+01  3.97735E+01  5.11514E+01  5.09644E+01  3.91371E+01  5.33444E+01  5.36116E+01  4.09033E+01  5.21004E+01  5.39233E+01  4.12867E+01  9.25957E+00  1.21547E+01  1.55052E+01  9.12067E+00  1.21076E+01  1.55228E+01  9.18054E+00  1.20579E+01  1.54099E+01  9.32128E+00  1.20837E+01  1.53994E+01  9.35816E+00  1.22218E+01  1.55613E+01  9.34550E+00  1.23112E+01  1.56344E+01
000734   9.22616E+01  4.94589E+01  5.16743E+01  3.94015E+01  5.02385E+01  5.17076E+01  4.09616E+01  4.97754E+01  5.00354E+01  3.95221E+01  5.07353E+01  4.96527E+01  3.80960E+01  5.24743E+01  5.38573E+01  4.02559E+01  5.20163E+01  5.59751E+01  4.14466E+01  9.29972E+00  1.22073E+01  1.54909E+01  9.20966E+00  1.21431E+01  1.54729E+01  9.24858E+00  1.20514E+01  1.53873E+01  9.32131E+00  1.20886E+01  1.54036E+01  9.34947E+00  1.22731E+01  1.56018E+01  9.37153E+00  1.23672E+01  1.57139E+01
000736   9.26618E+01  4.96994E+01  5.15894E+01  3.96880E+01  4.93599E+01  5.40515E+01  4.08670E+01  4.91343E+01  5.11557E+01  3.98231E+01  5.04808E+01  4.88031E+01  3.88157E+01  5.30562E+01  5.27292E+01  4.07879E+01  5.26655E+01  5.51188E+01  4.15963E+01  9.28636E+00  1.21803E+01  1.54850E+01  9.13412E+00  1.21773E+01  1.55159E+01  9.20493E+00  1.21061E+01  1.54088E+01  9.36465E+00  1.20932E+01  1.53787E+01  9.40946E+00  1.22634E+01  1.55660E+01  9.36115E+00  1.23699E+01  1.56731E+01
000738   9.30620E+01  4.90547E+01  5.14469E+01  3.95553E+01  4.83844E+01  5.26310E+01  4.08370E+01  4.81740E+01  4.98745E+01  3.95335E+01  4.96128E+01  4.83588E+01  3.81947E+01  5.30733E+01  5.20528E+01  4.05624E+01  5.34194E+01  5.45365E+01  4.21047E+01  9.27309E+00  1.22066E+01  1.55248E+01  9.15152E+00  1.21865E+01  1.55545E+01  9.18225E+00  1.20821E+01  1.54299E+01  9.30814E+00  1.20785E+01  1.53375E+01  9.35169E+00  1.22274E+01  1.55098E+01  9.30824E+00  1.23218E+01  1.56934E+01
000740   9.34622E+01  4.95553E+01  5.21167E+01  3.96866E+01  4.93783E+01  5.35328E+01  4.13550E+01  4.79264E+01  5.11617E+01  3.93686E+01  4.96176E+01  4.98832E+01  3.81085E+01  5.39174E+01  5.34152E+01  4.08179E+01  5.40712E+01  5.59163E+01  4.21685E+01  9.29314E+00  1.21901E+01  1.55467E+01  9.13808E+00  1.22014E+01  1.55837E+01  9.18896E+00  1.21111E+01  1.54332E+01  9.34594E+00  1.20922E+01  1.54279E+01  9.42866E+00  1.22415E+01  1.56179E+01  9.42031E+00  1.23573E+01  1.57320E+01
000742   9.38624E+01  5.03140E+01  5.24756E+01  4.02607E+01  5.02769E+01  5.46573E+01  4.29019E+01  4.85805E+01  5.25863E+01  4.12367E+01  5.04158E+01  5.15483E+01  3.94943E+01  5.48937E+01  5.49470E+01  4.19200E+01  5.43511E+01  5.55125E+01  4.28064E+01  9.29555E+00  1.22339E+01  1.55616E+01  9.19205E+00  1.22205E+01  1.56004E+01  9.18698E+00  1.21652E+01  1.54309E+01  9.29647E+00  1.21611E+01  1.54412E+01  9.37838E+00  1.22643E+01  1.56983E+01  9.40016E+00  1.23361E+01  1.57663E+01
000744   9.42626E+01  5.04343E+01  5.24139E+01  4.03274E+01  4.98241E+01  5.28570E+01  4.17433E+01  4.91614E+01  5.04882E+01  3.99509E+01  5.13892E+01  5.00673E+01  3.91146E+01  5.49101E+01  5.48206E+01  4.17644E+01  5.40219E+01  5.67443E+01  4.25655E+01  9.32702E+00  1.22145E+01  1.55442E+01  9.19435E+00  1.23053E+01  1.55567E+01  9.22865E+00  1.21848E+01  1.55022E+01  9.36756E+00  1.21274E+01  1.55058E+01  9.44312E+00  1.22579E+01  1.56804E+01  9.40033E+00  1.23540E+01  1.57449E+01
000746   9.46628E+01  4.98331E+01  5.17586E+01  3.99922E+01  5.04552E+01  5.25029E+01  4.12512E+01  5.01434E+01  5.06142E+01  3.95431E+01  5.14234E+01  5.06150E+01  3.92694E+01  5.47427E+01  5.49415E+01  4.18047E+01  5.43210E+01  5.59819E+01  4.19059E+01  9.31536E+00  1.21710E+01  1.55479E+01  9.21929E+00  1.21391E+01  1.56263E+01  9.21820E+00  1.21164E+01  1.55162E+01  9.31186E+00  1.21336E+01  1.55484E+01  9.40905E+00  1.22349E+01  1.57184E+01  9.41805E+00  1.23170E+01  1.56977E+01
000748   9.50630E+01  5.02194E+01  5.23872E+01  4.00299E+01  5.05585E+01  5.38294E+01  4.19099E+01  5.06213E+01  5.12653E+01  3.99222E+01  5.27245E+01  5.09785E+01  3.92754E+01  5.60517E+01  5.59482E+01  4.17336E+01  5.43989E+01  5.71248E+01  4.16115E+01  9.31623E+00  1.22238E+01  1.55542E+01  9.24838E+00  1.22049E+01  1.56868E+01  9.26484E+00  1.21248E+01  1.55553E+01  9.32059E+00  1.21301E+01  1.54595E+01  9.38778E+00  1.23521E+01  1.56227E+01  9.42210E+00  1.24771E+01  1.57276E+01
000750   9.54632E+01  4.94146E+01  5.24599E+01  3.97603E+01  4.97235E+01  5.36980E+01  4.12114E+01  4.91611E+01  5.20702E+01  3.96370E+01  5.07866E+01  5.16611E+01  3.86973E+01  5.42840E+01  5.55006E+01  4.11113E+01  5.39158E+01  5.66583E+01  4.19952E+01  9.31453E+00  1.22608E+01  1.55684E+01  9.29096E+00  1.23222E+01  1.56634E+01  9.26774E+00  1.22285E+01  1.54736E+01  9.26446E+00  1.21899E+01  1.54300E+01  9.31599E+00  1.23291E+01  1.55801E+01  9.37984E+00  1.24150E+01  1.56443E+01
000752   9.58634E+01  5.00226E+01  5.30459E+01  4.02175E+01  4.98549E+01  5.39546E+01  4.17135E+01  4.99163E+01  5.18391E+01  4.05572E+01  5.12184E+01  5.06466E+01  3.91851E+01  5.41486E+01  5.51283E+01  4.05887E+01  5.46429E+01  5.82866E+01  4.18989E+01  9.34601E+00  1.22985E+01  1.55356E+01  9.22512E+00  1.22674E+01  1.56717E+01  9.26218E+00  1.22122E+01  1.55532E+01  9.37743E+00  1.22172E+01  1.54658E+01  9.44114E+00  1.23306E+01  1.55297E+01  9.44717E+00  1.24075E+01  1.55685E+01
000754   9.62636E+01  5.08622E+01  5.22429E+01  3.99592E+01  5.08403E+01  5.35021E+01  4.15666E+01  5.01417E+01  5.04614E+01  3.91879E+01  5.11262E+01  4.91240E+01  3.74066E+01  5.40230E+01  5.27624E+01  3.95879E+01  5.49308E+01  5.58847E+01  4.18221E+01  9.37297E+00  1.22245E+01  1.55565E+01  9.26231E+00  1.22403E+01  1.56527E+01  9.28118E+00  1.21759E+01  1.55334E+01  9.41217E+00  1.21834E+01  1.54141E+01  9.47966E+00  1.22819E+01  1.55557E+01  9.45191E+00  1.23167E+01  1.56892E+01
000756   9.66638E+01  5.10100E+01  5.36453E+01  4.04704E+01  5.23359E+01  5.63384E+01  4.22618E+01  5.14130E+01  5.37234E+01  4.07152E+01  5.22104E+01  5.19497E+01  3.97319E+01  5.47659E+01  5.46517E+01  4.15644E+01  5.49051E+01  5.67827E+01  4.27281E+01  9.37633E+00  1.22828E+01  1.55795E+01  9.30839E+00  1.24437E+01  1.56512E+01  9.31638E+00  1.22937E+01  1.55467E+01  9.34932E+00  1.21621E+01  1.55085E+01  9.42338E+00  1.22633E+01  1.56706E+01  9.50181E+00  1.23732E+01  1.57865E+01
000758   9.70640E+01  5.12642E+01  5.31643E+01  3.98346E+01  5.20918E+01  5.39769E+01  4.16989E+01  5.17848E+01  5.25006E+01  3.97097E+01  5.20604E+01  5.19555E+01  3.88296E+01  5.38949E+01  5.55602E+01  4.14021E+01  5.46089E+01  5.80536E+01  4.25392E+01  9.43018E+00  1.22748E+01  1.56068E+01  9.34000E+00  1.23399E+01  1.57742E+01  9.39056E+00  1.22522E+01  1.56032E+01  9.44016E+00  1.22196E+01  1.54539E+01  9.47301E+00  1.23435E+01  1.55941E+01  9.52615E+00  1.24261E+01  1.57657E+01
000760   9.74642E+01  5.06323E+01  5.27868E+01  3.99164E+01  5.18826E+01  5.48080E+01  4.15399E+01  5.06322E+01  5.21873E+01  3.99092E+01  5.05248E+01  5.11068E+01  3.91502E+01  5.25881E+01  5.38797E+01  4.07894E+01  5.37121E+01  5.60826E+01  4.18665E+01  9.43242E+00  1.23508E+01  1.55403E+01  9.37290E+00  1.23834E+01  1.56394E+01  9.46720E+00  1.22744E+01  1.54540E+01  9.52646E+00  1.22139E+01  1.53456E+01  9.48740E+00  1.23173E+01  1.54880E+01  9.47640E+00  1.24248E+01  1.56386E+01
000762   9.78644E+01  5.14910E+01  5.40845E+01  4.00262E+01  5.33373E+01  5.59255E+01  4.08815E+01  5.22047E+01  5.34970E+01  3.91627E+01  5.14251E+01  5.15019E+01  3.87056E+01  5.27862E+01  5.41528E+01  4.11651E+01  5.46743E+01  5.73890E+01  4.28903E+01  9.41997E+00  1.23355E+01  1.55563E+01  9.38741E+00  1.23672E+01  1.55104E+01  9.39868E+00  1.22973E+01  1.54479E+01  9.38503E+00  1.22127E+01  1.54807E+01  9.39912E+00  1.23424E+01  1.56680E+01  9.47843E+00  1.25083E+01  1.57783E+01
000764   9.82646E+01  5.08214E+01  5.39290E+01  4.01717E+01  5.34070E+01  5.64018E+01  4.19087E+01  5.10213E+01  5.40033E+01  4.03007E+01  4.95437E+01  5.29147E+01  3.94004E+01  5.18175E+01  5.53316E+01  4.07873E+01  5.39985E+01  5.71742E+01  4.20409E+01  9.39729E+00  1.23323E+01  1.55788E+01  9.35277E+00  1.24200E+01  1.56601E+01  9.37592E+00  1.23716E+01  1.54947E+01  9.38213E+00  1.22507E+01  1.53848E+01  9.40842E+00  1.22972E+01  1.55442E+01  9.46267E+00  1.24331E+01  1.57436E+01
