# time       Tpb[ms]      <Lnu_e>     <Lnu_ae>      <Lnu_x>    Lnu_e@000   Lnu_ae@000    Lnu_x@000    Lnu_e@045   Lnu_ae@045    Lnu_x@045    Lnu_e@090   Lnu_ae@090    Lnu_x@090    Lnu_e@135   Lnu_ae@135    Lnu_x@135    Lnu_e@180   Lnu_ae@180    Lnu_x@180      <Enu_e>     <Enu_ae>      <Enu_x>    Enu_e@000   Enu_ae@000    Enu_x@000    Enu_e@045   Enu_ae@045    Enu_x@045    Enu_e@090   Enu_ae@090    Enu_x@090    Enu_e@135   Enu_ae@135    Enu_x@135    Enu_e@180   Enu_ae@180    Enu_x@180
001254   1.96395E+02  4.19475E+01  4.66534E+01  3.31240E+01  4.63416E+01  4.96183E+01  3.65470E+01  4.03077E+01  4.51487E+01  3.26888E+01  3.71552E+01  4.29925E+01  2.99616E+01  4.33537E+01  4.81164E+01  3.32210E+01  4.81120E+01  5.22102E+01  3.62811E+01  1.08703E+01  1.35547E+01  1.61947E+01  1.08882E+01  1.36582E+01  1.64351E+01  1.07854E+01  1.34679E+01  1.62308E+01  1.07720E+01  1.32731E+01  1.60161E+01  1.09669E+01  1.34973E+01  1.62782E+01  1.10893E+01  1.37773E+01  1.64977E+01
001256   1.96796E+02  4.19302E+01  4.59434E+01  3.26439E+01  4.59623E+01  4.84982E+01  3.42581E+01  4.08341E+01  4.50035E+01  3.14733E+01  3.79179E+01  4.32386E+01  3.02001E+01  4.38277E+01  4.86444E+01  3.40650E+01  4.90479E+01  5.29353E+01  3.70654E+01  1.08723E+01  1.35564E+01  1.61607E+01  1.09380E+01  1.36110E+01  1.62912E+01  1.07908E+01  1.35593E+01  1.61422E+01  1.07123E+01  1.35319E+01  1.60658E+01  1.09230E+01  1.36374E+01  1.63277E+01  1.10685E+01  1.37023E+01  1.64796E+01
001258   1.97197E+02  4.19254E+01  4.57890E+01  3.26525E+01  4.51027E+01  4.88584E+01  3.46670E+01  4.09100E+01  4.53293E+01  3.19791E+01  3.90445E+01  4.34950E+01  3.08920E+01  4.51014E+01  4.83688E+01  3.47068E+01  4.96091E+01  5.20583E+01  3.75060E+01  1.09057E+01  1.36184E+01  1.61643E+01  1.09801E+01  1.37883E+01  1.63733E+01  1.08141E+01  1.35567E+01  1.60505E+01  1.07203E+01  1.34120E+01  1.58597E+01  1.09741E+01  1.36390E+01  1.61812E+01  1.11672E+01  1.37696E+01  1.64039E+01
001260   1.97597E+02  4.16003E+01  4.54791E+01  3.25225E+01  4.58558E+01  4.86996E+01  3.43287E+01  4.09736E+01  4.49995E+01  3.22995E+01  3.83159E+01  4.27613E+01  3.15018E+01  4.28042E+01  4.63307E+01  3.41171E+01  4.71054E+01  5.06447E+01  3.59749E+01  1.09627E+01  1.35929E+01  1.61163E+01  1.11843E+01  1.36742E+01  1.62950E+01  1.09082E+01  1.34907E+01  1.61032E+01  1.07376E+01  1.34359E+01  1.60411E+01  1.09307E+01  1.36474E+01  1.62897E+01  1.10653E+01  1.37682E+01  1.63571E+01
001262   1.97998E+02  4.21340E+01  4.54863E+01  3.26629E+01  4.60090E+01  4.83778E+01  3.44303E+01  4.19660E+01  4.48704E+01  3.23091E+01  4.01428E+01  4.35507E+01  3.17417E+01  4.39983E+01  4.70637E+01  3.44910E+01  4.73486E+01  5.05306E+01  3.64179E+01  1.09694E+01  1.35836E+01  1.61892E+01  1.10102E+01  1.36751E+01  1.63340E+01  1.09395E+01  1.35625E+01  1.61709E+01  1.09316E+01  1.34997E+01  1.61198E+01  1.10670E+01  1.36671E+01  1.63922E+01  1.11344E+01  1.37814E+01  1.64968E+01
001264   1.98399E+02  4.16626E+01  4.52461E+01  3.26999E+01  4.41354E+01  4.68851E+01  3.44542E+01  4.02178E+01  4.40599E+01  3.25257E+01  3.93084E+01  4.36100E+01  3.21307E+01  4.38050E+01  4.80050E+01  3.48961E+01  4.72943E+01  5.15965E+01  3.67827E+01  1.08925E+01  1.35781E+01  1.61380E+01  1.09910E+01  1.36715E+01  1.63689E+01  1.08333E+01  1.35106E+01  1.62223E+01  1.07951E+01  1.34498E+01  1.60802E+01  1.10024E+01  1.36628E+01  1.62525E+01  1.11117E+01  1.38186E+01  1.63960E+01
001266   1.98799E+02  4.07777E+01  4.44681E+01  3.21854E+01  4.38604E+01  4.72180E+01  3.35913E+01  4.04384E+01  4.38446E+01  3.13456E+01  3.89707E+01  4.28343E+01  3.05144E+01  4.30395E+01  4.71211E+01  3.35253E+01  4.64421E+01  5.02704E+01  3.62973E+01  1.08724E+01  1.35746E+01  1.61736E+01  1.10661E+01  1.37323E+01  1.62572E+01  1.09609E+01  1.36067E+01  1.61310E+01  1.08307E+01  1.35586E+01  1.61037E+01  1.09348E+01  1.37267E+01  1.63770E+01  1.10349E+01  1.37820E+01  1.64920E+01
001268   1.99200E+02  4.13759E+01  4.52519E+01  3.25537E+01  4.46321E+01  4.81599E+01  3.47647E+01  4.12514E+01  4.48088E+01  3.25415E+01  3.94261E+01  4.33324E+01  3.08628E+01  4.36492E+01  4.78274E+01  3.36991E+01  4.75337E+01  5.12097E+01  3.68189E+01  1.08839E+01  1.35374E+01  1.61227E+01  1.09666E+01  1.36738E+01  1.62862E+01  1.08715E+01  1.35851E+01  1.61943E+01  1.07999E+01  1.35031E+01  1.60827E+01  1.09351E+01  1.36202E+01  1.62415E+01  1.10673E+01  1.36969E+01  1.63861E+01
001270   1.99600E+02  4.19213E+01  4.44377E+01  3.21234E+01  4.54304E+01  4.68536E+01  3.40188E+01  4.23620E+01  4.40996E+01  3.23532E+01  4.01431E+01  4.28799E+01  3.12694E+01  4.35980E+01  4.65536E+01  3.35619E+01  4.73760E+01  5.00795E+01  3.60277E+01  1.09291E+01  1.35956E+01  1.61013E+01  1.10390E+01  1.37028E+01  1.63549E+01  1.09347E+01  1.36304E+01  1.61485E+01  1.08930E+01  1.35647E+01  1.60437E+01  1.10297E+01  1.37247E+01  1.62554E+01  1.11192E+01  1.38252E+01  1.63707E+01
001272   2.00001E+02  4.07296E+01  4.47393E+01  3.23206E+01  4.46132E+01  4.94763E+01  3.43218E+01  4.14437E+01  4.60698E+01  3.25937E+01  3.87608E+01  4.28780E+01  3.19935E+01  4.24093E+01  4.69101E+01  3.49237E+01  4.66263E+01  5.12912E+01  3.68427E+01  1.09401E+01  1.36611E+01  1.61989E+01  1.10684E+01  1.37260E+01  1.63546E+01  1.10513E+01  1.37461E+01  1.63358E+01  1.09490E+01  1.37351E+01  1.62799E+01  1.09954E+01  1.38017E+01  1.64528E+01  1.10650E+01  1.38123E+01  1.64986E+01
001274   2.00402E+02  4.09764E+01  4.45760E+01  3.23760E+01  4.42150E+01  4.63075E+01  3.37461E+01  4.12360E+01  4.37722E+01  3.15537E+01  3.92196E+01  4.32204E+01  3.08580E+01  4.28598E+01  4.77507E+01  3.40671E+01  4.63874E+01  5.06749E+01  3.65550E+01  1.09374E+01  1.35752E+01  1.61468E+01  1.10393E+01  1.36370E+01  1.63589E+01  1.09572E+01  1.35541E+01  1.61801E+01  1.08821E+01  1.35359E+01  1.60488E+01  1.09864E+01  1.37121E+01  1.62236E+01  1.10713E+01  1.37777E+01  1.63323E+01
001276   2.00802E+02  4.12908E+01  4.45805E+01  3.23009E+01  4.45030E+01  4.78587E+01  3.42794E+01  4.24736E+01  4.46358E+01  3.20579E+01  4.13479E+01  4.27922E+01  3.05953E+01  4.46705E+01  4.63634E+01  3.31654E+01  4.73200E+01  4.98299E+01  3.58946E+01  1.09651E+01  1.35946E+01  1.61606E+01  1.11382E+01  1.37441E+01  1.63615E+01  1.10440E+01  1.35528E+01  1.61567E+01  1.09100E+01  1.34742E+01  1.59507E+01  1.09745E+01  1.36534E+01  1.61423E+01  1.10896E+01  1.37415E+01  1.63422E+01
001278   2.01203E+02  4.05953E+01  4.41620E+01  3.17670E+01  4.38497E+01  4.73741E+01  3.34107E+01  4.17553E+01  4.52384E+01  3.27061E+01  4.00669E+01  4.39878E+01  3.21517E+01  4.30682E+01  4.63026E+01  3.36555E+01  4.64757E+01  4.85925E+01  3.53411E+01  1.08983E+01  1.35996E+01  1.60940E+01  1.10309E+01  1.36802E+01  1.63119E+01  1.09782E+01  1.35460E+01  1.60838E+01  1.09016E+01  1.35370E+01  1.59340E+01  1.10650E+01  1.37382E+01  1.62058E+01  1.11505E+01  1.38051E+01  1.63805E+01
001280   2.01604E+02  4.14262E+01  4.50680E+01  3.25433E+01  4.39315E+01  4.63878E+01  3.38721E+01  4.21838E+01  4.41611E+01  3.25933E+01  4.12860E+01  4.35391E+01  3.15654E+01  4.45066E+01  4.78518E+01  3.39981E+01  4.69244E+01  5.16206E+01  3.70133E+01  1.09425E+01  1.36332E+01  1.61746E+01  1.10483E+01  1.37347E+01  1.63530E+01  1.09932E+01  1.36748E+01  1.61945E+01  1.10174E+01  1.36804E+01  1.60404E+01  1.11110E+01  1.37746E+01  1.62434E+01  1.10533E+01  1.37470E+01  1.63832E+01
001282   2.02004E+02  4.06380E+01  4.38327E+01  3.15201E+01  4.30327E+01  4.63639E+01  3.30065E+01  4.25243E+01  4.41459E+01  3.09458E+01  4.20509E+01  4.33858E+01  3.05464E+01  4.40465E+01  4.64472E+01  3.35028E+01  4.56604E+01  4.95438E+01  3.60208E+01  1.09075E+01  1.36206E+01  1.60585E+01  1.10646E+01  1.37746E+01  1.63817E+01  1.09638E+01  1.36058E+01  1.60630E+01  1.08651E+01  1.35276E+01  1.58664E+01  1.09555E+01  1.36476E+01  1.60732E+01  1.10407E+01  1.37415E+01  1.62379E+01
001284   2.02405E+02  4.06091E+01  4.42625E+01  3.21215E+01  4.41837E+01  4.71458E+01  3.41730E+01  4.24630E+01  4.48317E+01  3.26965E+01  4.10454E+01  4.38034E+01  3.15289E+01  4.41243E+01  4.67690E+01  3.36558E+01  4.58349E+01  4.88579E+01  3.53590E+01  1.09429E+01  1.35720E+01  1.61868E+01  1.11028E+01  1.36842E+01  1.64942E+01  1.10211E+01  1.35874E+01  1.63415E+01  1.09093E+01  1.35102E+01  1.61504E+01  1.09945E+01  1.36489E+01  1.62879E+01  1.10806E+01  1.37518E+01  1.63732E+01
001286   2.02805E+02  3.99487E+01  4.37085E+01  3.18540E+01  4.24131E+01  4.59058E+01  3.37918E+01  4.02751E+01  4.31064E+01  3.13388E+01  3.96353E+01  4.23358E+01  3.03430E+01  4.39416E+01  4.73168E+01  3.34701E+01  4.61475E+01  5.03460E+01  3.57268E+01  1.09727E+01  1.36242E+01  1.62221E+01  1.10627E+01  1.37153E+01  1.64040E+01  1.09951E+01  1.36182E+01  1.61428E+01  1.09512E+01  1.35523E+01  1.59570E+01  1.10742E+01  1.36747E+01  1.62473E+01  1.11503E+01  1.37815E+01  1.65273E+01
001288   2.03206E+02  3.97697E+01  4.29708E+01  3.11063E+01  4.16419E+01  4.55943E+01  3.23787E+01  3.98498E+01  4.32188E+01  3.13218E+01  3.99083E+01  4.19631E+01  3.14601E+01  4.47873E+01  4.61119E+01  3.40922E+01  4.64047E+01  4.84518E+01  3.50591E+01  1.10149E+01  1.36447E+01  1.62127E+01  1.11535E+01  1.36920E+01  1.62871E+01  1.11093E+01  1.36172E+01  1.62426E+01  1.10214E+01  1.36162E+01  1.62418E+01  1.11427E+01  1.37289E+01  1.63284E+01  1.11949E+01  1.37476E+01  1.63252E+01
001290   2.03607E+02  4.07678E+01  4.36185E+01  3.17207E+01  4.29762E+01  4.58501E+01  3.36846E+01  4.06817E+01  4.24248E+01  3.17974E+01  3.99476E+01  4.08125E+01  3.07998E+01  4.51963E+01  4.56589E+01  3.35380E+01  4.73950E+01  4.91708E+01  3.47231E+01  1.09902E+01  1.36153E+01  1.61920E+01  1.11397E+01  1.37144E+01  1.65081E+01  1.10304E+01  1.35659E+01  1.63511E+01  1.09169E+01  1.34437E+01  1.61202E+01  1.10489E+01  1.36444E+01  1.61990E+01  1.11523E+01  1.38031E+01  1.62636E+01
001292   2.04007E+02  4.00198E+01  4.37936E+01  3.19048E+01  4.36820E+01  4.61067E+01  3.41000E+01  4.21898E+01  4.45983E+01  3.28126E+01  4.06552E+01  4.38998E+01  3.20049E+01  4.38959E+01  4.77523E+01  3.42131E+01  4.59520E+01  5.00395E+01  3.54569E+01  1.09394E+01  1.36426E+01  1.61716E+01  1.10268E+01  1.37365E+01  1.64868E+01  1.09652E+01  1.36298E+01  1.63003E+01  1.09290E+01  1.35168E+01  1.60760E+01  1.11204E+01  1.36958E+01  1.61652E+01  1.12028E+01  1.38572E+01  1.62990E+01
001294   2.04408E+02  3.96378E+01  4.28961E+01  3.16445E+01  4.34643E+01  4.51840E+01  3.34428E+01  4.14285E+01  4.29400E+01  3.17410E+01  3.96301E+01  4.18945E+01  3.10118E+01  4.29110E+01  4.57922E+01  3.32204E+01  4.48671E+01  4.84969E+01  3.47305E+01  1.09207E+01  1.35993E+01  1.61917E+01  1.10743E+01  1.37254E+01  1.63887E+01  1.10124E+01  1.36185E+01  1.62317E+01  1.09179E+01  1.34918E+01  1.61171E+01  1.10271E+01  1.36235E+01  1.62714E+01  1.10915E+01  1.37370E+01  1.63382E+01
001296   2.04809E+02  3.95207E+01  4.31461E+01  3.12085E+01  4.27831E+01  4.55848E+01  3.26555E+01  4.08104E+01  4.36087E+01  3.12019E+01  3.94863E+01  4.26796E+01  3.08107E+01  4.35935E+01  4.68159E+01  3.34254E+01  4.60887E+01  4.95279E+01  3.51253E+01  1.09968E+01  1.36755E+01  1.61795E+01  1.10951E+01  1.37811E+01  1.64003E+01  1.09875E+01  1.36716E+01  1.62891E+01  1.09144E+01  1.35495E+01  1.61280E+01  1.10887E+01  1.37963E+01  1.62734E+01  1.12028E+01  1.39682E+01  1.63891E+01
001298   2.05209E+02  4.02622E+01  4.38289E+01  3.19237E+01  4.14311E+01  4.45357E+01  3.32839E+01  4.01827E+01  4.20403E+01  3.21930E+01  4.05504E+01  4.23119E+01  3.16683E+01  4.47746E+01  4.70933E+01  3.38380E+01  4.62787E+01  4.97051E+01  3.49047E+01  1.09428E+01  1.37142E+01  1.62345E+01  1.10324E+01  1.37466E+01  1.65242E+01  1.09329E+01  1.36981E+01  1.62164E+01  1.09075E+01  1.36756E+01  1.59576E+01  1.10607E+01  1.38065E+01  1.61370E+01  1.11145E+01  1.38924E+01  1.63657E+01
001300   2.05610E+02  3.99143E+01  4.43249E+01  3.17802E+01  4.22780E+01  4.59011E+01  3.36330E+01  4.04003E+01  4.48090E+01  3.19589E+01  3.93544E+01  4.56346E+01  3.20319E+01  4.36892E+01  5.04092E+01  3.48599E+01  4.63439E+01  5.13505E+01  3.56648E+01  1.09831E+01  1.36580E+01  1.61813E+01  1.10522E+01  1.37052E+01  1.63599E+01  1.10078E+01  1.36324E+01  1.62070E+01  1.09587E+01  1.36607E+01  1.60417E+01  1.11273E+01  1.38724E+01  1.63138E+01  1.11949E+01  1.39349E+01  1.65383E+01
001302   2.06010E+02  4.09649E+01  4.46658E+01  3.25978E+01  4.31658E+01  4.57666E+01  3.27591E+01  4.10406E+01  4.31131E+01  3.11939E+01  4.03923E+01  4.33209E+01  3.19510E+01  4.47854E+01  4.87619E+01  3.56895E+01  4.70373E+01  5.09343E+01  3.71166E+01  1.09995E+01  1.37265E+01  1.62018E+01  1.10953E+01  1.37623E+01  1.63678E+01  1.10178E+01  1.37056E+01  1.62342E+01  1.09296E+01  1.36469E+01  1.60985E+01  1.10489E+01  1.37946E+01  1.62853E+01  1.11729E+01  1.39034E+01  1.64336E+01
001304   2.06411E+02  3.96940E+01  4.36369E+01  3.17806E+01  4.13381E+01  4.57882E+01  3.36691E+01  3.88843E+01  4.32546E+01  3.17941E+01  3.84942E+01  4.24315E+01  3.12237E+01  4.37983E+01  4.68639E+01  3.43768E+01  4.62716E+01  4.90390E+01  3.55754E+01  1.09763E+01  1.36416E+01  1.61590E+01  1.11119E+01  1.37824E+01  1.63261E+01  1.09313E+01  1.36219E+01  1.61022E+01  1.07956E+01  1.34714E+01  1.59908E+01  1.10480E+01  1.36757E+01  1.62759E+01  1.12547E+01  1.38545E+01  1.64029E+01
001306   2.06812E+02  3.99646E+01  4.40714E+01  3.20992E+01  4.22512E+01  4.54685E+01  3.38358E+01  4.02481E+01  4.45913E+01  3.26234E+01  3.92429E+01  4.44102E+01  3.19129E+01  4.45752E+01  4.84987E+01  3.43165E+01  4.73537E+01  5.02530E+01  3.55985E+01  1.09708E+01  1.36895E+01  1.62441E+01  1.10274E+01  1.37336E+01  1.65207E+01  1.09721E+01  1.36129E+01  1.63788E+01  1.09607E+01  1.35345E+01  1.61743E+01  1.11568E+01  1.37234E+01  1.62612E+01  1.12272E+01  1.38698E+01  1.63506E+01
001308   2.07212E+02  3.95288E+01  4.33041E+01  3.16413E+01  4.18172E+01  4.69569E+01  3.34857E+01  3.86236E+01  4.41009E+01  3.13792E+01  3.75782E+01  4.24048E+01  3.03380E+01  4.36734E+01  4.71435E+01  3.37527E+01  4.62846E+01  4.91486E+01  3.55806E+01  1.10536E+01  1.37209E+01  1.61837E+01  1.11048E+01  1.37959E+01  1.63344E+01  1.10265E+01  1.37179E+01  1.62291E+01  1.09792E+01  1.36640E+01  1.60994E+01  1.11820E+01  1.37916E+01  1.63581E+01  1.12900E+01  1.38577E+01  1.64997E+01
001310   2.07613E+02  4.00809E+01  4.37973E+01  3.17941E+01  4.22898E+01  4.61648E+01  3.38625E+01  4.07960E+01  4.48975E+01  3.34479E+01  4.02949E+01  4.41245E+01  3.28605E+01  4.42355E+01  4.75833E+01  3.49657E+01  4.55725E+01  4.89111E+01  3.55542E+01  1.10240E+01  1.36809E+01  1.61927E+01  1.10883E+01  1.37741E+01  1.64284E+01  1.09807E+01  1.36995E+01  1.62479E+01  1.09244E+01  1.35860E+01  1.60712E+01  1.11056E+01  1.36552E+01  1.62455E+01  1.12181E+01  1.37918E+01  1.63678E+01
001312   2.08013E+02  3.93984E+01  4.28683E+01  3.14949E+01  4.26627E+01  4.59566E+01  3.43170E+01  3.97631E+01  4.29124E+01  3.30525E+01  3.80820E+01  4.15907E+01  3.16098E+01  4.29158E+01  4.57135E+01  3.32586E+01  4.56237E+01  4.80511E+01  3.41890E+01  1.09551E+01  1.37114E+01  1.61779E+01  1.11168E+01  1.38272E+01  1.65190E+01  1.09649E+01  1.35962E+01  1.62561E+01  1.08086E+01  1.35167E+01  1.59538E+01  1.09996E+01  1.37439E+01  1.61257E+01  1.11742E+01  1.38671E+01  1.63529E+01
001314   2.08414E+02  3.92666E+01  4.26650E+01  3.18629E+01  4.16814E+01  4.56830E+01  3.42233E+01  3.94697E+01  4.31535E+01  3.23270E+01  3.78810E+01  4.15522E+01  3.09960E+01  4.24670E+01  4.56290E+01  3.36508E+01  4.57759E+01  4.82543E+01  3.51928E+01  1.10786E+01  1.37178E+01  1.62696E+01  1.11313E+01  1.37574E+01  1.65046E+01  1.10810E+01  1.36994E+01  1.62928E+01  1.10403E+01  1.36793E+01  1.60873E+01  1.11818E+01  1.38177E+01  1.63002E+01  1.12719E+01  1.38908E+01  1.64842E+01
001316   2.08815E+02  3.88185E+01  4.34169E+01  3.14018E+01  4.15130E+01  4.72759E+01  3.43630E+01  3.89736E+01  4.60533E+01  3.29498E+01  3.83943E+01  4.45543E+01  3.23503E+01  4.32222E+01  4.72363E+01  3.47139E+01  4.54470E+01  4.88822E+01  3.50892E+01  1.10001E+01  1.36737E+01  1.61317E+01  1.10243E+01  1.38811E+01  1.65149E+01  1.09672E+01  1.37419E+01  1.62143E+01  1.09891E+01  1.35788E+01  1.59013E+01  1.11425E+01  1.36790E+01  1.61246E+01  1.11986E+01  1.38329E+01  1.63328E+01
001318   2.09215E+02  3.93085E+01  4.28778E+01  3.13102E+01  4.19663E+01  4.61806E+01  3.34292E+01  3.97292E+01  4.40738E+01  3.23992E+01  3.87459E+01  4.28604E+01  3.19145E+01  4.40340E+01  4.67047E+01  3.40271E+01  4.69974E+01  4.87634E+01  3.49289E+01  1.10144E+01  1.37032E+01  1.62147E+01  1.10703E+01  1.38736E+01  1.65965E+01  1.09738E+01  1.37303E+01  1.63119E+01  1.09100E+01  1.36115E+01  1.59756E+01  1.10911E+01  1.37740E+01  1.62139E+01  1.12264E+01  1.38614E+01  1.65266E+01
001320   2.09616E+02  3.89709E+01  4.30692E+01  3.12301E+01  4.23033E+01  4.64087E+01  3.40521E+01  4.05625E+01  4.56865E+01  3.30660E+01  3.90708E+01  4.40213E+01  3.16497E+01  4.23493E+01  4.65960E+01  3.27812E+01  4.41855E+01  4.84310E+01  3.34566E+01  1.10704E+01  1.37100E+01  1.61969E+01  1.11935E+01  1.39128E+01  1.64977E+01  1.11010E+01  1.38060E+01  1.62286E+01  1.10481E+01  1.36666E+01  1.59873E+01  1.12477E+01  1.37702E+01  1.61604E+01  1.13243E+01  1.38550E+01  1.63780E+01
001322   2.10017E+02  3.86013E+01  4.25180E+01  3.15966E+01  4.26467E+01  4.66619E+01  3.41760E+01  4.05878E+01  4.44555E+01  3.33873E+01  3.87093E+01  4.25784E+01  3.22101E+01  4.23979E+01  4.53168E+01  3.40545E+01  4.36991E+01  4.61121E+01  3.44926E+01  1.10316E+01  1.36853E+01  1.62023E+01  1.11604E+01  1.38640E+01  1.64506E+01  1.10216E+01  1.37298E+01  1.62550E+01  1.09134E+01  1.36085E+01  1.60659E+01  1.11386E+01  1.37158E+01  1.62577E+01  1.13000E+01  1.37867E+01  1.64365E+01
001324   2.10417E+02  3.92964E+01  4.26439E+01  3.12903E+01  4.26679E+01  4.74008E+01  3.40343E+01  4.05553E+01  4.52979E+01  3.28490E+01  3.95676E+01  4.27921E+01  3.19562E+01  4.39675E+01  4.58401E+01  3.38630E+01  4.46352E+01  4.71420E+01  3.41145E+01  1.10234E+01  1.36824E+01  1.61096E+01  1.12011E+01  1.39871E+01  1.64846E+01  1.10566E+01  1.38438E+01  1.62253E+01  1.09176E+01  1.36246E+01  1.59070E+01  1.11305E+01  1.37101E+01  1.60259E+01  1.12732E+01  1.37951E+01  1.62164E+01
001326   2.10818E+02  3.87335E+01  4.28545E+01  3.13296E+01  4.31934E+01  4.76842E+01  3.42515E+01  4.00480E+01  4.56719E+01  3.30331E+01  3.76192E+01  4.28080E+01  3.14172E+01  4.23626E+01  4.57343E+01  3.38754E+01  4.40480E+01  4.64388E+01  3.45479E+01  1.10469E+01  1.37081E+01  1.61898E+01  1.12239E+01  1.39266E+01  1.64371E+01  1.10985E+01  1.37684E+01  1.61706E+01  1.09459E+01  1.35982E+01  1.59321E+01  1.11084E+01  1.37182E+01  1.61582E+01  1.11947E+01  1.37851E+01  1.63256E+01
001328   2.11218E+02  3.94846E+01  4.32499E+01  3.23818E+01  4.41773E+01  4.77382E+01  3.53481E+01  4.07385E+01  4.49700E+01  3.37641E+01  3.71967E+01  4.10681E+01  3.18057E+01  4.16788E+01  4.38232E+01  3.41952E+01  4.47505E+01  4.65838E+01  3.53542E+01  1.10389E+01  1.37120E+01  1.62249E+01  1.11557E+01  1.38442E+01  1.63964E+01  1.10647E+01  1.37036E+01  1.61881E+01  1.09914E+01  1.35665E+01  1.59881E+01  1.11214E+01  1.36887E+01  1.62225E+01  1.11870E+01  1.38075E+01  1.64295E+01
001330   2.11619E+02  3.94319E+01  4.29899E+01  3.18015E+01  4.49991E+01  4.79683E+01  3.48805E+01  4.25206E+01  4.59074E+01  3.39077E+01  3.98482E+01  4.34093E+01  3.22798E+01  4.31164E+01  4.58441E+01  3.37332E+01  4.32969E+01  4.62883E+01  3.40606E+01  1.10146E+01  1.36998E+01  1.61761E+01  1.12127E+01  1.38690E+01  1.65386E+01  1.10280E+01  1.36654E+01  1.62526E+01  1.08514E+01  1.35079E+01  1.59364E+01  1.10494E+01  1.37231E+01  1.61378E+01  1.12191E+01  1.39218E+01  1.63786E+01
001332   2.12020E+02  3.94791E+01  4.25147E+01  3.14393E+01  4.28074E+01  4.62264E+01  3.49670E+01  4.02658E+01  4.32795E+01  3.28228E+01  3.76498E+01  4.09246E+01  3.01332E+01  4.17858E+01  4.45955E+01  3.23722E+01  4.44093E+01  4.61384E+01  3.40259E+01  1.10214E+01  1.37285E+01  1.61493E+01  1.11595E+01  1.37737E+01  1.64387E+01  1.09856E+01  1.35839E+01  1.61557E+01  1.08692E+01  1.35199E+01  1.58461E+01  1.11111E+01  1.38173E+01  1.60870E+01  1.12481E+01  1.39699E+01  1.63682E+01
001334   2.12420E+02  4.01601E+01  4.40511E+01  3.19128E+01  4.26972E+01  4.66562E+01  3.49632E+01  3.96851E+01  4.43450E+01  3.26759E+01  3.70577E+01  4.21573E+01  2.98586E+01  4.16573E+01  4.54254E+01  3.19727E+01  4.52698E+01  4.76323E+01  3.41577E+01  1.10548E+01  1.37803E+01  1.62490E+01  1.10588E+01  1.38110E+01  1.64885E+01  1.09336E+01  1.37062E+01  1.61785E+01  1.08701E+01  1.36008E+01  1.58954E+01  1.11475E+01  1.37938E+01  1.61736E+01  1.13370E+01  1.39937E+01  1.64613E+01
001336   2.12821E+02  3.94881E+01  4.33421E+01  3.14917E+01  4.33824E+01  4.66832E+01  3.47549E+01  4.00200E+01  4.32630E+01  3.18627E+01  3.69826E+01  4.12972E+01  2.96192E+01  4.15764E+01  4.58724E+01  3.23846E+01  4.42749E+01  4.75799E+01  3.37936E+01  1.11228E+01  1.37643E+01  1.62086E+01  1.11832E+01  1.38023E+01  1.66107E+01  1.10718E+01  1.36401E+01  1.61660E+01  1.09676E+01  1.35923E+01  1.58051E+01  1.12006E+01  1.38488E+01  1.61475E+01  1.13808E+01  1.40266E+01  1.64296E+01
001338   2.13222E+02  3.87828E+01  4.29229E+01  3.14600E+01  4.31267E+01  4.76327E+01  3.47785E+01  3.99779E+01  4.49850E+01  3.25716E+01  3.67875E+01  4.15374E+01  3.01202E+01  4.06719E+01  4.42633E+01  3.25652E+01  4.30728E+01  4.60769E+01  3.40517E+01  1.10631E+01  1.37404E+01  1.60914E+01  1.12160E+01  1.38346E+01  1.64660E+01  1.10461E+01  1.37243E+01  1.62757E+01  1.09408E+01  1.36529E+01  1.59316E+01  1.11571E+01  1.38169E+01  1.60151E+01  1.13154E+01  1.39656E+01  1.62590E+01
001340   2.13622E+02  3.93681E+01  4.36361E+01  3.22133E+01  4.30492E+01  4.69767E+01  3.56319E+01  3.92712E+01  4.33773E+01  3.26220E+01  3.69121E+01  4.19754E+01  3.06774E+01  4.20281E+01  4.66544E+01  3.32338E+01  4.48894E+01  4.79928E+01  3.41949E+01  1.10677E+01  1.38086E+01  1.62108E+01  1.10596E+01  1.38758E+01  1.64919E+01  1.09385E+01  1.38289E+01  1.63281E+01  1.08952E+01  1.37498E+01  1.60362E+01  1.12191E+01  1.39163E+01  1.61872E+01  1.14325E+01  1.40635E+01  1.64121E+01
001342   2.14023E+02  3.99744E+01  4.34782E+01  3.25698E+01  4.36681E+01  4.76651E+01  3.58766E+01  4.01780E+01  4.44299E+01  3.34558E+01  3.73867E+01  4.14972E+01  3.08415E+01  4.14085E+01  4.47601E+01  3.28169E+01  4.44566E+01  4.71832E+01  3.47934E+01  1.10708E+01  1.37498E+01  1.62664E+01  1.11632E+01  1.39171E+01  1.65904E+01  1.10386E+01  1.38347E+01  1.63751E+01  1.09300E+01  1.36810E+01  1.60405E+01  1.11693E+01  1.38115E+01  1.62566E+01  1.13397E+01  1.39529E+01  1.65241E+01
