# time       Tpb[ms]      <Lnu_e>     <Lnu_ae>      <Lnu_x>    Lnu_e@000   Lnu_ae@000    Lnu_x@000    Lnu_e@045   Lnu_ae@045    Lnu_x@045    Lnu_e@090   Lnu_ae@090    Lnu_x@090    Lnu_e@135   Lnu_ae@135    Lnu_x@135    Lnu_e@180   Lnu_ae@180    Lnu_x@180      <Enu_e>     <Enu_ae>      <Enu_x>    Enu_e@000   Enu_ae@000    Enu_x@000    Enu_e@045   Enu_ae@045    Enu_x@045    Enu_e@090   Enu_ae@090    Enu_x@090    Enu_e@135   Enu_ae@135    Enu_x@135    Enu_e@180   Enu_ae@180    Enu_x@180000370  -4.82311E+00  5.96935E+01  8.79337E-05  1.68845E-05  6.36949E+01  9.16649E-05  1.72873E-05  6.08369E+01  8.71233E-05  1.70381E-05  5.75990E+01  8.34510E-05  1.66852E-05  6.03013E+01  8.72821E-05  1.68967E-05  6.31313E+01  9.13766E-05  1.73063E-05  7.44470E+00  4.72602E+00  4.36008E+00  7.50283E+00  4.63935E+00  4.29863E+00  7.45148E+00  4.71916E+00  4.34232E+00  7.40390E+00  4.79809E+00  4.40525E+00  7.45882E+00  4.75011E+00  4.35924E+00  7.50907E+00  4.69319E+00  4.30649E+00
000372  -4.42305E+00  6.25723E+01  8.70621E-05  1.67524E-05  6.57392E+01  9.16635E-05  1.77233E-05  6.33286E+01  8.93656E-05  1.69644E-05  6.08410E+01  8.62475E-05  1.58777E-05  6.29724E+01  8.75777E-05  1.63128E-05  6.55543E+01  8.88649E-05  1.73247E-05  7.50550E+00  4.71176E+00  4.38128E+00  7.57872E+00  4.62648E+00  4.34354E+00  7.52745E+00  4.70117E+00  4.40367E+00  7.46268E+00  4.76955E+00  4.43139E+00  7.52076E+00  4.68856E+00  4.35764E+00  7.58754E+00  4.61369E+00  4.32932E+00
000374  -4.02300E+00  6.92823E+01  8.93413E-05  1.67736E-05  7.35845E+01  9.45816E-05  1.74520E-05  7.03401E+01  9.06339E-05  1.70803E-05  6.67145E+01  8.56149E-05  1.65241E-05  7.02340E+01  8.92031E-05  1.71061E-05  7.37110E+01  9.31192E-05  1.77940E-05  7.55140E+00  4.73583E+00  4.40529E+00  7.62595E+00  4.65051E+00  4.34510E+00  7.57983E+00  4.66484E+00  4.39138E+00  7.52092E+00  4.74150E+00  4.43277E+00  7.57180E+00  4.73590E+00  4.41992E+00  7.62743E+00  4.68869E+00  4.39881E+00
000376  -3.62294E+00  7.08290E+01  9.00263E-05  1.71983E-05  7.60252E+01  9.37832E-05  1.79276E-05  7.22238E+01  8.96339E-05  1.72443E-05  6.81393E+01  8.55044E-05  1.66085E-05  7.18045E+01  8.88351E-05  1.71267E-05  7.59983E+01  9.43098E-05  1.79539E-05  7.63434E+00  4.69219E+00  4.35172E+00  7.71304E+00  4.67504E+00  4.33446E+00  7.65038E+00  4.71207E+00  4.31589E+00  7.58501E+00  4.75162E+00  4.29367E+00  7.65200E+00  4.67322E+00  4.30012E+00  7.71471E+00  4.59293E+00  4.37372E+00
000378  -3.22288E+00  7.50338E+01  8.85418E-05  1.71763E-05  7.85293E+01  9.33971E-05  1.80900E-05  7.64671E+01  9.07707E-05  1.76927E-05  7.39066E+01  8.81195E-05  1.69636E-05  7.59897E+01  9.18160E-05  1.73017E-05  7.85203E+01  9.37781E-05  1.80908E-05  7.72032E+00  4.72538E+00  4.38372E+00  7.79188E+00  4.64560E+00  4.33684E+00  7.74337E+00  4.68516E+00  4.35445E+00  7.67886E+00  4.72694E+00  4.39245E+00  7.73208E+00  4.67399E+00  4.34397E+00  7.79677E+00  4.64236E+00  4.30339E+00
000380  -2.82283E+00  8.22764E+01  9.05180E-05  1.73317E-05  8.90927E+01  9.43500E-05  1.82765E-05  8.45245E+01  9.06004E-05  1.77858E-05  7.92157E+01  8.80917E-05  1.72329E-05  8.37454E+01  9.15851E-05  1.76042E-05  8.85018E+01  9.41880E-05  1.80197E-05  7.82786E+00  4.70471E+00  4.39385E+00  7.92088E+00  4.65958E+00  4.33952E+00  7.85274E+00  4.69159E+00  4.38824E+00  7.76560E+00  4.71590E+00  4.40947E+00  7.83355E+00  4.69454E+00  4.37142E+00  7.90750E+00  4.66320E+00  4.34844E+00
000382  -2.42277E+00  8.72773E+01  9.15132E-05  1.72188E-05  9.37467E+01  9.51512E-05  1.80963E-05  8.89072E+01  9.40943E-05  1.72241E-05  8.37409E+01  9.12430E-05  1.62517E-05  8.84963E+01  9.31352E-05  1.69545E-05  9.36217E+01  9.54947E-05  1.83023E-05  7.90318E+00  4.68648E+00  4.34606E+00  8.00407E+00  4.67591E+00  4.31395E+00  7.94444E+00  4.68583E+00  4.34436E+00  7.85916E+00  4.71574E+00  4.36297E+00  7.90938E+00  4.68751E+00  4.32502E+00  7.97054E+00  4.64484E+00  4.28263E+00
000384  -2.02271E+00  9.17610E+01  9.17151E-05  1.75434E-05  9.72996E+01  9.56451E-05  1.81074E-05  9.31023E+01  9.35088E-05  1.74461E-05  8.89458E+01  9.11027E-05  1.65274E-05  9.31923E+01  9.21669E-05  1.75661E-05  9.70172E+01  9.38485E-05  1.89673E-05  8.04404E+00  4.72926E+00  4.36506E+00  8.13536E+00  4.66650E+00  4.27352E+00  8.06037E+00  4.69678E+00  4.29377E+00  7.97896E+00  4.74286E+00  4.38615E+00  8.08259E+00  4.74014E+00  4.37748E+00  8.17666E+00  4.69960E+00  4.32479E+00
000386  -1.62260E+00  9.74219E+01  9.12792E-05  1.76205E-05  1.05476E+02  9.47843E-05  1.86950E-05  1.00034E+02  9.27565E-05  1.79742E-05  9.32154E+01  8.94775E-05  1.72681E-05  9.86842E+01  9.25804E-05  1.77341E-05  1.05032E+02  9.52913E-05  1.86406E-05  8.18064E+00  4.75371E+00  4.30808E+00  8.26841E+00  4.68172E+00  4.22990E+00  8.21135E+00  4.72710E+00  4.29000E+00  8.12261E+00  4.79882E+00  4.34804E+00  8.20678E+00  4.77296E+00  4.31960E+00  8.29818E+00  4.70912E+00  4.30585E+00
000388  -1.22260E+00  9.83256E+01  9.15443E-05  1.86469E-05  1.07047E+02  9.82629E-05  1.96323E-05  1.00175E+02  9.33453E-05  1.88988E-05  9.35238E+01  8.93175E-05  1.81008E-05  1.00328E+02  9.28198E-05  1.87091E-05  1.08134E+02  9.59094E-05  1.94569E-05  8.29742E+00  4.73873E+00  4.33027E+00  8.35817E+00  4.64479E+00  4.31223E+00  8.31780E+00  4.67327E+00  4.30094E+00  8.27272E+00  4.74682E+00  4.32246E+00  8.32165E+00  4.70752E+00  4.28447E+00  8.36223E+00  4.65609E+00  4.24972E+00
000390  -8.22536E-01  1.01865E+02  9.26619E-05  2.09800E-05  1.12282E+02  9.60170E-05  2.27324E-05  1.04176E+02  9.13689E-05  2.19427E-05  9.61081E+01  8.95949E-05  2.08737E-05  1.03265E+02  9.44697E-05  2.12697E-05  1.11404E+02  9.79556E-05  2.19012E-05  8.49168E+00  4.70604E+00  4.21374E+00  8.58027E+00  4.69335E+00  4.18964E+00  8.50533E+00  4.71968E+00  4.21602E+00  8.41939E+00  4.71067E+00  4.25027E+00  8.52453E+00  4.67186E+00  4.23881E+00  8.62940E+00  4.66806E+00  4.19551E+00
