1.000000000000000021e-02 1.159617531247105093e+00 1.865269305736274807e+00 3.000325097862364121e+00 4.826086327148068733e+00 7.762861849097520306e+00 1.248672734036754761e+01 2.008516481467576398e+01 3.230741207333953469e+01 5.196715508721679555e+01 8.359026720333933724e+01 1.344567113477498594e+02 2.162764617377598881e+02 1.532399892807006836e+00 6.304395198822021484e+00 2.997442245483398438e+01 1.493002624511718750e+02 3.987271728515625000e+02 5.541197509765625000e+02 2.501045074462890625e+02 4.454509353637695312e+01 7.109082937240600586e-01 3.410725749140169905e-13 5.108810596787805025e-11 1.217621164485704899e-12
1.100000000000023528e-02 1.157577522612197818e+00 1.861987908734594965e+00 2.995046901437905529e+00 4.817596236652797792e+00 7.749205359110929336e+00 1.246476058761529515e+01 2.004983082864037769e+01 3.225057661007240029e+01 5.187573404342188610e+01 8.344321452235267600e+01 1.342201740026515608e+02 2.158959864193178362e+02 1.256203174591064453e+00 5.004065990447998047e+00 2.500799560546875000e+01 1.326626892089843750e+02 3.376107788085937500e+02 4.293397521972656250e+02 1.741097106933593750e+02 2.413513755798339844e+01 1.244437545537948608e-01 -3.308830870429359250e-14 -3.731354947245080211e-10 2.913011195107562123e-12
1.200000000000026046e-02 1.155975511829163915e+00 1.859411040534061366e+00 2.990901954479218361e+00 4.810929001872698230e+00 7.738480971065430758e+00 1.244751018280073396e+01 2.002208318793549680e+01 3.220594394359507362e+01 5.180394145615064616e+01 8.332773462850144597e+01 1.340344221529026640e+02 2.155972006434183470e+02 1.318795680999755859e+00 5.232338905334472656e+00 2.614734649658203125e+01 1.327609558105468750e+02 3.314264526367187500e+02 4.116064453125000000e+02 1.588213043212890625e+02 1.912228012084960938e+01 5.759409442543983459e-02 -8.600395616758637479e-15 -5.465741401144974532e-11 5.770290929102417365e-12
1.300000000000003063e-02 1.154083140371458649e+00 1.856367121051994973e+00 2.986005745663777855e+00 4.803053346519251754e+00 7.725812812989601319e+00 1.242713318281380985e+01 1.998930635282011181e+01 3.215322171162419096e+01 5.171913663182255050e+01 8.319132427635072702e+01 1.338150032186461544e+02 2.152442606505865115e+02 1.281826853752136230e+00 5.130404949188232422e+00 2.591480255126953125e+01 1.278930435180664062e+02 3.089063720703125000e+02 3.704070129394531250e+02 1.459498596191406250e+02 1.911335182189941406e+01 3.257957985624670982e-03 -6.568811444966431677e-16 -1.909553903889360527e-10 1.217882674049708402e-12
1.400000000000022407e-02 1.150551111784458902e+00 1.850685778425837480e+00 2.976867185983202990e+00 4.788353780143704164e+00 7.702168249821903956e+00 1.238910040326724982e+01 1.992812982315541959e+01 3.205481797078707729e+01 5.156085213507498821e+01 8.293672031823393809e+01 1.334054673713539216e+02 2.145855135853093998e+02 1.262728571891784668e+00 5.063852310180664062e+00 2.556669044494628906e+01 1.256351013183593750e+02 3.013051147460937500e+02 3.450036010742187500e+02 1.239406280517578125e+02 1.100848674774169922e+01 5.946586156824196223e-08 3.344065892553031445e-17 -6.275652914000673377e-11 8.517152261244831379e-12
1.500000000000008271e-02 1.147193405435364078e+00 1.845284836803380957e+00 2.968179657242923319e+00 4.774379706567463799e+00 7.679690657154060851e+00 1.235294472043182346e+01 1.986997264322012668e+01 3.196127091779899843e+01 5.141037972337119299e+01 8.269468226400638855e+01 1.330161440460285007e+02 2.139592787887763734e+02 1.242767810821533203e+00 4.972049713134765625e+00 2.512304687500000000e+01 1.224944839477539062e+02 2.912218933105468750e+02 3.248640747070312500e+02 1.135909729003906250e+02 6.655946254730224609e+00 -8.473882189719006419e-05 -8.928773692629121683e-11 -1.150207845634909631e-10 2.705573829211993520e-12
1.600000000000019115e-02 1.145187943748731785e+00 1.842059009298098182e+00 2.962990845527794459e+00 4.766033393266158491e+00 7.666265435822471552e+00 1.233134996819864604e+01 1.983523702788133036e+01 3.190539794644297089e+01 5.132050686815607321e+01 8.255011987706890864e+01 1.327836123915368205e+02 2.135852467083291515e+02 1.297290802001953125e+00 4.851642131805419922e+00 2.440684700012207031e+01 1.190008010864257812e+02 2.841946105957031250e+02 3.111430664062500000e+02 1.071556930541992188e+02 5.398923873901367188e+00 -3.720926470123231411e-04 -9.787160024643526413e-07 -1.147121703182207852e-10 7.667716288295434168e-13
1.700000000000054245e-02 1.143555921721791435e+00 1.839433867377499920e+00 2.958768249270192552e+00 4.759241257947755877e+00 7.655340142621533950e+00 1.231377640319574240e+01 1.980696957718400952e+01 3.185992915460741770e+01 5.124736935557591266e+01 8.243247664243534700e+01 1.325943807624206841e+02 2.132808636337776989e+02 1.211853861808776855e+00 4.882717609405517578e+00 2.541212463378906250e+01 1.195079498291015625e+02 2.676563415527343750e+02 2.818420410156250000e+02 1.020941772460937500e+02 7.157849788665771484e+00 -2.016313083004206419e-04 -5.936009301876765676e-07 -8.500607856509745375e-11 -4.630536947804186898e-13
1.800000000000060579e-02 1.141927150282981973e+00 1.836813954096606416e+00 2.954554063390054885e+00 4.752462650899246022e+00 7.644436609928615844e+00 1.229623784042986223e+01 1.977875842832465736e+01 3.181455092546810093e+01 5.117437751500653320e+01 8.231506772430971353e+01 1.324055260363594755e+02 2.129770868157552854e+02 1.206702113151550293e+00 4.905797004699707031e+00 2.610621833801269531e+01 1.226281204223632812e+02 2.644481201171875000e+02 2.580020446777343750e+02 9.066911315917968750e+01 6.203154563903808594e+00 -1.102375827031210065e-04 -2.911626211243856233e-07 -6.312581707357267646e-11 -7.409502156795200190e-13
1.900000000000063444e-02 1.140365960839266446e+00 1.834302747883062912e+00 2.950514735125105759e+00 4.745965306020111463e+00 7.633985493379180198e+00 1.227942699859188913e+01 1.975171783395710534e+01 3.177105555796669734e+01 5.110441429717312189e+01 8.220253040986011683e+01 1.322245073877650157e+02 2.126859144939415671e+02 1.196490883827209473e+00 4.867779731750488281e+00 2.577279281616210938e+01 1.208524475097656250e+02 2.613450622558593750e+02 2.466467132568359375e+02 8.602854919433593750e+01 5.969396114349365234e+00 -6.045087866368703544e-05 -1.339507633701941813e-07 -2.691764519613393247e-11 5.267540418608940289e-13
