#tbounce=0.2686230887294
  0.000000e+00  1.158842e-42  1.158842e-42  1.158842e-42  8.965781e+00  8.965781e+00  8.965781e+00  2.586044e+01  2.586044e+01  2.586044e+01
  1.004598e-04  1.628238e+47  1.158842e-42  1.158842e-42  3.123718e+00  8.965751e+00  8.965751e+00  3.502368e+00  2.586036e+01  2.586036e+01
  2.000175e-04  6.823698e+47  1.158842e-42  1.158842e-42  3.131402e+00  8.965722e+00  8.965722e+00  3.501021e+00  2.586027e+01  2.586027e+01
  3.000758e-04  1.578245e+48  1.158842e-42  1.158842e-42  3.135262e+00  8.965692e+00  8.965692e+00  3.497145e+00  2.586018e+01  2.586018e+01
  4.001343e-04  2.835361e+48  1.158842e-42  1.158842e-42  3.128240e+00  8.965662e+00  8.965662e+00  3.486392e+00  2.586010e+01  2.586010e+01
  5.001932e-04  4.478636e+48  1.158842e-42  1.158842e-42  3.104993e+00  8.965632e+00  8.965632e+00  3.464713e+00  2.586001e+01  2.586001e+01
  6.002525e-04  6.657875e+48  1.158842e-42  1.158842e-42  3.070447e+00  8.965602e+00  8.965602e+00  3.431701e+00  2.585993e+01  2.585993e+01
  7.003121e-04  9.623342e+48  1.158842e-42  1.158842e-42  3.032908e+00  8.965572e+00  8.965572e+00  3.392576e+00  2.585984e+01  2.585984e+01
  8.003722e-04  1.341644e+49  1.158842e-42  1.158842e-42  2.991223e+00  8.965541e+00  8.965541e+00  3.350344e+00  2.585975e+01  2.585975e+01
  9.004326e-04  1.769594e+49  1.158842e-42  1.158842e-42  2.959837e+00  8.965511e+00  8.965511e+00  3.319084e+00  2.585966e+01  2.585966e+01
  1.000494e-03  2.209903e+49  1.158842e-42  1.158842e-42  2.936771e+00  8.965480e+00  8.965480e+00  3.297039e+00  2.585957e+01  2.585957e+01
  1.100055e-03  2.648681e+49  1.158842e-42  1.158842e-42  2.917383e+00  8.965448e+00  8.965448e+00  3.279480e+00  2.585948e+01  2.585948e+01
  1.200116e-03  3.090929e+49  1.158842e-42  1.158842e-42  2.901281e+00  8.965417e+00  8.965417e+00  3.265087e+00  2.585939e+01  2.585939e+01
  1.300179e-03  3.535430e+49  1.158842e-42  1.158842e-42  2.890999e+00  8.965385e+00  8.965385e+00  3.255555e+00  2.585930e+01  2.585930e+01
  1.400241e-03  3.980997e+49  1.158842e-42  1.158842e-42  2.886182e+00  8.965353e+00  8.965353e+00  3.250578e+00  2.585921e+01  2.585921e+01
  1.500305e-03  4.424430e+49  1.158842e-42  1.158842e-42  2.884743e+00  8.965320e+00  8.965320e+00  3.248485e+00  2.585911e+01  2.585911e+01
  1.600368e-03  4.861905e+49  1.158842e-42  1.158842e-42  2.885185e+00  8.965287e+00  8.965287e+00  3.248094e+00  2.585902e+01  2.585902e+01
  1.700432e-03  5.290326e+49  1.158842e-42  1.158842e-42  2.886827e+00  8.965254e+00  8.965254e+00  3.248822e+00  2.585892e+01  2.585892e+01
  1.800497e-03  5.708106e+49  1.158842e-42  1.158842e-42  2.889307e+00  8.965221e+00  8.965221e+00  3.250291e+00  2.585883e+01  2.585883e+01
  1.900062e-03  6.110055e+49  1.158842e-42  1.158842e-42  2.892068e+00  8.965188e+00  8.965188e+00  3.252011e+00  2.585873e+01  2.585873e+01
  2.000127e-03  6.496595e+49  1.158842e-42  1.158842e-42  2.894798e+00  8.965155e+00  8.965155e+00  3.253726e+00  2.585863e+01  2.585863e+01
  2.100193e-03  6.862168e+49  1.158842e-42  1.158842e-42  2.897228e+00  8.965121e+00  8.965121e+00  3.255218e+00  2.585854e+01  2.585854e+01
  2.200259e-03  7.204147e+49  1.158842e-42  1.158842e-42  2.899232e+00  8.965087e+00  8.965087e+00  3.256371e+00  2.585844e+01  2.585844e+01
  2.300325e-03  7.520947e+49  1.158842e-42  1.158842e-42  2.900767e+00  8.965053e+00  8.965053e+00  3.257140e+00  2.585834e+01  2.585834e+01
  2.400390e-03  7.811216e+49  1.158842e-42  1.158842e-42  2.901828e+00  8.965020e+00  8.965020e+00  3.257527e+00  2.585825e+01  2.585825e+01
  2.500456e-03  8.074398e+49  1.158842e-42  1.158842e-42  2.902453e+00  8.964986e+00  8.964986e+00  3.257566e+00  2.585815e+01  2.585815e+01
  2.600020e-03  8.309204e+49  1.158842e-42  1.158842e-42  2.902685e+00  8.964953e+00  8.964953e+00  3.257295e+00  2.585805e+01  2.585805e+01
  2.700084e-03  8.518905e+49  1.158842e-42  1.158842e-42  2.902608e+00  8.964919e+00  8.964919e+00  3.256782e+00  2.585796e+01  2.585796e+01
  2.800148e-03  8.703102e+49  1.158842e-42  1.158842e-42  2.902247e+00  8.964886e+00  8.964886e+00  3.256051e+00  2.585786e+01  2.585786e+01
  2.900212e-03  8.862600e+49  1.158842e-42  1.158842e-42  2.901677e+00  8.964853e+00  8.964853e+00  3.255166e+00  2.585776e+01  2.585776e+01
  3.000275e-03  8.998632e+49  1.158842e-42  1.158842e-42  2.900962e+00  8.964820e+00  8.964820e+00  3.254189e+00  2.585767e+01  2.585767e+01
  3.100338e-03  9.112766e+49  1.158842e-42  1.158842e-42  2.900169e+00  8.964788e+00  8.964788e+00  3.253181e+00  2.585758e+01  2.585758e+01
  3.200400e-03  9.206824e+49  1.158842e-42  1.158842e-42  2.899375e+00  8.964756e+00  8.964756e+00  3.252205e+00  2.585749e+01  2.585749e+01
  3.300462e-03  9.282806e+49  1.158842e-42  1.158842e-42  2.898673e+00  8.964725e+00  8.964725e+00  3.251341e+00  2.585739e+01  2.585739e+01
  3.400023e-03  9.342439e+49  1.158842e-42  1.158842e-42  2.898117e+00  8.964694e+00  8.964694e+00  3.250637e+00  2.585731e+01  2.585731e+01
  3.500084e-03  9.388475e+49  1.158842e-42  1.158842e-42  2.897799e+00  8.964663e+00  8.964663e+00  3.250156e+00  2.585722e+01  2.585722e+01
  3.600145e-03  9.422783e+49  1.158842e-42  1.158842e-42  2.897785e+00  8.964633e+00  8.964633e+00  3.249946e+00  2.585713e+01  2.585713e+01
  3.700205e-03  9.446482e+49  1.158842e-42  1.158842e-42  2.898108e+00  8.964603e+00  8.964603e+00  3.250037e+00  2.585704e+01  2.585704e+01
  3.800265e-03  9.460843e+49  1.158842e-42  1.158842e-42  2.898732e+00  8.964574e+00  8.964574e+00  3.250407e+00  2.585696e+01  2.585696e+01
  3.900325e-03  9.467283e+49  1.158842e-42  1.158842e-42  2.899692e+00  8.964545e+00  8.964545e+00  3.251077e+00  2.585688e+01  2.585688e+01
  4.000384e-03  9.467439e+49  1.158842e-42  1.158842e-42  2.901048e+00  8.964517e+00  8.964517e+00  3.252083e+00  2.585680e+01  2.585680e+01
  4.100442e-03  9.463069e+49  1.158842e-42  1.158842e-42  2.902809e+00  8.964489e+00  8.964489e+00  3.253423e+00  2.585671e+01  2.585671e+01
  4.200500e-03  9.455611e+49  1.158842e-42  1.158842e-42  2.904688e+00  8.964461e+00  8.964461e+00  3.254850e+00  2.585664e+01  2.585664e+01
  4.300058e-03  9.446279e+49  1.158842e-42  1.158842e-42  2.906226e+00  8.964434e+00  8.964434e+00  3.255995e+00  2.585656e+01  2.585656e+01
  4.400117e-03  9.434649e+49  1.158842e-42  1.158842e-42  2.907478e+00  8.964408e+00  8.964408e+00  3.256914e+00  2.585648e+01  2.585648e+01
  4.500175e-03  9.420583e+49  1.158842e-42  1.158842e-42  2.908417e+00  8.964381e+00  8.964381e+00  3.257603e+00  2.585640e+01  2.585640e+01
  4.600235e-03  9.404136e+49  1.158842e-42  1.158842e-42  2.909070e+00  8.964355e+00  8.964355e+00  3.258093e+00  2.585633e+01  2.585633e+01
  4.700294e-03  9.385636e+49  1.158842e-42  1.158842e-42  2.909503e+00  8.964329e+00  8.964329e+00  3.258437e+00  2.585625e+01  2.585625e+01
  4.800354e-03  9.365731e+49  1.158842e-42  1.158842e-42  2.909771e+00  8.964302e+00  8.964302e+00  3.258682e+00  2.585618e+01  2.585618e+01
  4.900414e-03  9.344748e+49  1.158842e-42  1.158842e-42  2.909931e+00  8.964276e+00  8.964276e+00  3.258879e+00  2.585610e+01  2.585610e+01
  5.000474e-03  9.322684e+49  1.158842e-42  1.158842e-42  2.910003e+00  8.964250e+00  8.964250e+00  3.259051e+00  2.585603e+01  2.585603e+01
  5.100034e-03  9.299678e+49  1.158842e-42  1.158842e-42  2.909959e+00  8.964224e+00  8.964224e+00  3.259182e+00  2.585595e+01  2.585595e+01
